<pre>
 
                Tageswerte der Station 10655 W�rzburg                                               
 STAT JJJJMMDD QN     TG     TN     TM     TX    RFM     FM     FX     SO     NM     RR     PM
10655 20250901  9   11.3   12.5   17.0   21.2   78.0    2.0    8.1    1.4    7.3    0.0  978.8
10655 20250831  9    9.9   10.9   18.2   25.7   70.0    2.0    8.1   11.7    0.9    0.0  980.8
10655 20250830  9   11.6   12.6   17.1   22.9   73.0    2.0   10.0    5.5    3.8    0.3  978.9
10655 20250829  9   14.8   15.8   18.7   23.7   73.0    2.0    8.2    8.7    5.6    0.0  973.9
10655 20250828  9   15.6   16.3   18.7   20.6   89.0    2.0   12.8    0.0    7.8   14.3  975.7
10655 20250827  9   18.2   19.1   23.3   30.2   61.0    3.0   11.4    6.8    6.5   11.8  979.5
10655 20250826  9    5.7    7.2   18.6   28.4   49.0    2.0    9.2   12.1    5.2    0.0  982.1
10655 20250825  9    5.4    7.2   16.3   24.4   50.0    2.0    7.9   12.8    4.0    0.0  986.8
10655 20250824  9    8.7   11.5   16.1   23.1   55.0    1.0    6.3    6.9    5.6    0.0  988.4
10655 20250823  9   10.3   11.3   14.8   18.7   61.0    2.0    9.7    1.8    7.3    0.0  987.0
10655 20250822  9    9.6   11.6   16.4   21.9   52.0    2.0    9.9    7.9    5.3    0.0  985.4
10655 20250821  9   15.0   16.5   21.4   27.7   52.0    2.0    8.8    9.6    6.9    0.0  977.3
10655 20250820  9   10.9   13.0   21.7   30.6   53.0    2.0    8.3   10.0    4.2    0.0  977.8
10655 20250819  9   10.9   13.2   21.2   29.1   51.0    1.0    6.9   12.9    0.1    0.0  982.7
10655 20250818  9    9.8   11.4   19.1   26.1   58.0    2.0    7.9   13.1    0.7    0.0  987.4
10655 20250817  9   13.4   14.2   19.0   25.4   57.0    2.0   10.7   11.8    3.5    0.0  988.3
10655 20250816  9   15.9   16.7   23.4   29.8   58.0    2.0    9.8   12.4    1.6    0.0  988.9
10655 20250815  9   17.9   18.7   26.8   35.0   57.0    2.0   10.4   10.9    6.0    0.0  988.3
10655 20250814  9   16.9   18.4   26.8   34.5   56.0    1.0    6.6   12.6    1.0    0.0  986.8
10655 20250813  9   15.7   16.8   25.4   33.7   55.0    1.0    5.6   12.8    0.5    0.0  985.1
10655 20250812  9   10.3   13.0   22.7   30.4   52.0    2.0    9.7   13.3    0.0    0.0  986.8
10655 20250811  9   11.2   13.1   21.0   28.1   50.0    2.0    8.1   13.7    0.0    0.0  992.0
10655 20250810  9   14.9   16.6   22.1   28.0   51.0    2.0    7.3   13.6    0.2    0.0  993.7
10655 20250809  9   15.3   16.0   23.6   31.9   56.0    2.0   10.4   10.1    4.5    0.0  988.4
10655 20250808  9   12.7   13.5   21.7   29.8   57.0    2.0    9.1   10.3    4.0    0.0  987.8
10655 20250807  9    8.1   10.0   18.5   26.4   63.0    2.0    8.7   10.7    6.1    0.0  987.7
10655 20250806  9    8.5   10.9   16.8   22.3   61.0    2.0    5.4   13.3    2.9    0.0  992.8
10655 20250805  9   10.2   13.7   19.2   23.5   70.0    3.0   10.8    5.9    6.5    0.9  987.3
10655 20250804  9   11.4   12.8   16.4   21.8   85.0    2.0    9.7    1.5    7.9    1.3  988.1
10655 20250803  9   11.3   13.4   15.6   18.4   77.0    2.0    9.6    0.5    7.9    4.7  987.6
10655 20250802  9   12.1   13.0   17.2   22.5   72.0    2.0    9.8   10.2    5.9    0.0  981.8
10655 20250801  9   12.2   13.4   17.2   23.8   81.0    2.0   15.8    6.0    6.6   17.8  980.6
10655 20250731  9   11.7   13.6   17.2   22.7   78.0    2.0   11.7    4.0    7.7   11.6  984.6
10655 20250730  9   14.0   14.0   16.6   21.6   78.0    2.0   10.9    4.1    7.5    6.0  985.1
10655 20250729  9   13.8   14.1   17.5   23.0   66.0    2.0   11.4    7.2    6.2    1.0  986.1
10655 20250728  9   13.6   14.8   17.3   20.9   71.0    2.0   10.1    2.7    7.4    0.0  982.7
10655 20250727  9   14.2   14.7   17.2   22.9   87.0    2.0   12.9    3.1    6.3    6.3  981.3
10655 20250726  9   14.7   15.5   18.7   22.8   86.0    1.0    8.0    4.1    6.0   17.8  984.0
10655 20250725  9   13.1   14.0   18.9   28.1   80.0    2.0   11.2    7.7    6.0   11.5  984.2
10655 20250724  9   13.6   14.6   18.5   25.4   73.0    2.0    9.0    4.3    7.6    0.0  982.3
10655 20250723  9   12.5   13.6   18.7   24.6   70.0    2.0    9.2    6.1    5.7    0.0  982.2
10655 20250722  9   13.8   14.4   17.0   21.5   85.0    3.0   13.0    2.6    7.5    9.6  980.3
10655 20250721  9   13.8   14.3   18.0   23.5   87.0    2.0   17.4    1.7    6.6    4.8  976.6
10655 20250720  9   14.9   16.3   23.0   31.0   67.0    2.0   14.5    8.9    5.1   10.7  976.1
10655 20250719  9   12.5   14.2   23.4   31.3   58.0    2.0   13.2   11.5    3.8    0.0  979.2
10655 20250718  9   10.8   12.0   20.3   27.2   62.0    2.0    7.9   11.3    4.4    0.0  983.3
10655 20250717  9   11.7   13.5   18.2   23.9   65.0    2.0    9.3    4.8    5.1    0.0  985.4
10655 20250716  9   12.6   14.4   16.9   22.5   69.0    3.0   14.8    3.8    7.3    1.9  983.7
10655 20250715  9   12.9   14.3   19.8   24.8   70.0    3.0   24.3    8.7    5.9   14.9  986.2
10655 20250714  9   12.2   14.0   19.4   26.6   77.0    2.0   10.9    4.5    5.7    3.2  984.6
10655 20250713  9   15.3   16.0   21.5   28.6   56.0    2.0    8.5    5.0    6.0    0.0  980.1
10655 20250712  9   13.4   14.9   19.5   24.0   58.0    2.0    8.7    5.3    6.9    0.0  981.6
10655 20250711  9   12.5   13.9   19.5   24.5   58.0    2.0   10.6   11.7    5.3    0.0  985.8
10655 20250710  9   10.6   12.4   20.1   26.8   52.0    2.0   10.6   12.6    5.0    0.0  989.1
10655 20250709  9    9.5   11.3   15.7   21.0   69.0    2.0    9.1    1.9    6.3    1.4  988.9
10655 20250708  9   11.3   12.2   15.1   19.8   69.0    3.0   13.1    5.2    6.7    0.0  981.6
10655 20250707  9   13.3   14.0   16.3   21.2   82.0    3.0   11.2    1.4    7.7    1.0  974.6
10655 20250706  9   14.6   14.5   20.3   25.1   49.0    2.0   10.6    0.8    8.0    2.5  978.9
10655 20250705  9   11.7   13.3   22.8   31.0   41.0    2.0   11.7   12.8    5.3    0.0  985.7
10655 20250704  9   11.8   13.7   21.4   28.3   44.0    2.0    8.0   13.7    1.8    0.0  992.8
10655 20250703  9   14.1   16.4   21.8   25.4   63.0    2.0    8.5    3.5    6.1    0.7  990.6
10655 20250702  9   17.2   18.5   28.5   37.4   48.0    2.0    9.7   14.5    1.0    0.0  984.0
10655 20250701  9   17.2   17.8   26.6   36.2   43.0    2.0   14.1   12.9    2.3    0.0  985.7
10655 20250630  9   18.2   18.8   26.0   32.9   48.0    2.0    8.5   14.7    0.9    0.0  988.3
10655 20250629  9   15.8   17.7   26.1   33.2   54.0    2.0    7.8   14.5    0.8    0.0  991.4
10655 20250628  9   14.6   15.5   24.1   31.1   60.0    2.0   10.7   13.7    1.0    0.0  993.3
10655 20250627  9   15.9   16.4   20.2   24.2   73.0    3.0   11.9    5.7    6.1    0.8  991.1
10655 20250626  9   17.1   17.6   23.6   30.7   59.0    3.0   18.4   10.4    5.5    0.0  983.6
10655 20250625  9   15.4   17.7   25.4   32.4   47.0    2.0   11.4   13.1    2.8    0.0  982.7
10655 20250624  9   10.4   12.9   21.5   28.4   47.0    3.0   15.1   14.2    3.2    0.0  983.4
10655 20250623  9   15.3   17.3   23.0   28.5           4.0   18.4    9.2    6.0    0.0  981.9
10655 20250622  9   10.7   13.0   24.8   34.1                        14.5           0.1  985.8
10655 20250621  9   10.7   12.7   22.0   29.8                        14.7    2.8    0.0  990.5
10655 20250620  9   11.8   12.4   20.2   27.2   47.0    2.0    7.8   14.7    0.6    0.0  992.9
10655 20250619  9   13.4   15.2   21.9   28.4   55.0    2.0    8.7   14.4    0.2    0.0  991.9
10655 20250618  9   11.6   12.9   21.8   28.5   58.0    2.0    8.6   14.0    4.5    0.0  991.2
10655 20250617  9    9.8   11.3   19.5   26.4                        14.1           0.0       
10655 20250616  9   11.9   14.0   18.8   23.7           2.0    7.0    8.6    4.6    0.0  994.3
10655 20250615  9   14.2   15.2   20.7   25.9           2.0   12.0    5.0    6.0    3.6  988.2
10655 20250614  9   14.0   16.6   25.3   33.3           2.0    8.6   14.0    1.1    0.0  987.8
10655 20250613  9   10.5   12.8   22.9   30.1   46.0    3.0    9.4   14.6    0.8    0.0  989.9
10655 20250612  9    7.8   10.0   19.5   26.9   54.0    2.0   10.1   14.6    1.7    0.0  988.3
10655 20250611  9    9.3   12.0   17.1   22.5   57.0    2.0    9.9   14.1    1.4    0.0  989.3
10655 20250610  9    6.8    8.1   16.7   23.3   65.0    3.0   12.4    4.9    6.5    0.0  986.6
10655 20250609  9    4.8    6.1   13.5   19.4   66.0    2.0   12.8   12.6    2.8    0.0  992.1
10655 20250608  9    5.9    8.0   13.4   17.0   81.0    3.0   18.5    4.9    5.5    3.7  983.5
10655 20250607  9   12.2   13.8   16.5   20.7   78.0    4.0   15.9    3.8    7.2    3.4  980.7
10655 20250606  9   13.4   14.0   17.0   21.1   79.0    4.0   20.1    1.2    7.5    0.3  981.1
10655 20250605  9   12.4   13.8   16.8   21.1   72.0    3.0   14.0    6.7    6.3    0.6  981.5
10655 20250604  9   13.7   14.7   16.7   19.4   89.0    2.0    9.8    0.0    7.2    7.3  979.8
10655 20250603  9   12.0   13.2   18.6   24.1   73.0    2.0   10.2    9.8    4.7    0.1  983.0
10655 20250602  9   13.7   14.7   17.6   21.4   78.0    2.0    5.9    2.2    7.6    0.1  984.7
10655 20250601  9   14.4   14.9   18.9   26.4   84.0    2.0   10.6    7.2    6.8   10.1  984.0
10655 20250531  9   12.7   13.7   20.7   29.7   70.0    2.0   15.8   10.2    4.1    5.9  987.4
10655 20250530  9   14.6   15.0   20.5   26.5   64.0    2.0    9.8   10.7    3.7    0.0  989.8
10655 20250529  9    8.6   10.0   15.2   19.7   71.0    2.0    9.9    7.2    6.5    0.1  991.0
10655 20250528  9    9.2   11.2   14.1   17.4   87.0    3.0   13.5    1.1    7.1   17.1  985.2
10655 20250527  9    7.0    8.3   15.6   21.1   59.0    3.0   12.7    5.1    7.7    4.3  988.0
10655 20250526  9    8.5   11.1   15.2   20.1   64.0    3.0   13.1    7.7    6.7    0.0  986.1
10655 20250525  9    9.2    9.3   13.7   19.6   81.0    3.0   12.7    1.8    7.5    3.0  982.8
10655 20250524  9    1.7    3.9   12.1   17.9   53.0    2.0    9.7    9.5    5.0    1.3  986.2
10655 20250523  9    1.2    3.0   10.0   16.1   54.0    2.0   13.3    6.9    5.1    0.0  984.9
10655 20250522  9    3.0    6.0   12.3   16.7   63.0    2.0   11.1    5.6    5.8    0.4  980.5
10655 20250521  9    7.0    8.9   14.0   20.4   75.0    2.0   12.9    4.3    7.8    4.2  980.9
10655 20250520  9    6.3    8.4   16.2   23.8   57.0    2.0    7.1   12.9    4.9    0.0  984.7
10655 20250519  9    2.9    5.3   14.2   21.9   59.0    2.0    7.2   12.4    1.5    0.0  986.7
10655 20250518  9    5.5    7.9   13.4   18.7   60.0    2.0   11.3   13.1    1.9    0.0  984.0
10655 20250517  9    4.4    6.5   11.9   18.1   69.0    2.0    8.5    5.2    5.2    0.0  984.0
10655 20250516  9    2.8    4.7   12.2   18.5   54.0    2.0   12.6    7.6    4.3    2.0  985.8
10655 20250515  9    4.5    6.9   13.9   18.1   46.0    2.0   12.5   11.5    3.3    0.0  984.1
10655 20250514  9    4.5    7.4   16.5   24.9   47.0    2.0    9.3   13.8    5.2    0.0  984.3
10655 20250513  9    3.5    6.6   14.8   21.5   44.0    2.0    8.8   13.8    0.3    0.0  985.6
10655 20250512  9    4.5    7.5   15.0   21.0   46.0    2.0    8.4   13.8    1.5    0.0  982.6
10655 20250511  9    3.6    6.2   15.6   23.0   50.0    3.0   10.7   13.5    2.5    0.0  983.6
10655 20250510  9    1.5    3.7   12.8   20.3   49.0    2.0    8.9   13.8    1.8    0.0  988.1
10655 20250509  9    0.8    3.6   11.6   18.6   46.0    3.0   11.8   12.6    1.1    0.0  987.6
10655 20250508  9    5.6    7.1   11.6   16.5   48.0    3.0   10.7    5.4    7.7    0.0  984.1
10655 20250507  9    3.6    5.2   11.0   15.8   61.0    2.0    9.9    2.0    6.0    0.0  985.1
10655 20250506  9    4.8    5.7   11.1   16.7   51.0    3.0   10.1   12.2    4.1    0.0  984.9
10655 20250505  9    4.7    5.7   10.6   15.1   60.0    3.0   12.2    6.0    7.1    0.0  981.6
10655 20250504  9    6.2    7.5   11.2   15.2   68.0    2.0    7.9    7.7    6.5    0.0  979.5
10655 20250503  9   12.2   12.9   16.7   22.0   72.0    3.0   23.5    4.2    7.3    9.6  978.7
10655 20250502  9    7.9    9.8   20.0   28.5   55.0    2.0   13.0   13.2    2.5    0.0  984.2
10655 20250501  9    7.9   10.0   18.4   26.9   56.0    2.0    6.2   13.7    1.0    0.0  988.1
10655 20250430  9    5.8    8.2   17.1   25.0   52.0    2.0    5.3   13.7    2.4    0.0  990.8
10655 20250429  9    5.6    7.6   16.1   23.9   51.0    2.0    6.7   13.7    2.0    0.0  992.7
10655 20250428  9    3.2    5.5   13.9   21.6   56.0    2.0    6.2   13.6    2.9    0.0  993.3
10655 20250427  9    4.2    6.3   12.7   19.0   55.0    2.0    7.7   13.0    6.2    0.0  991.8
10655 20250426  9    3.1    5.2   11.8   18.4   68.0    3.0   11.8    9.3    6.4    0.0  988.9
10655 20250425  9    4.5    6.7    9.5   11.3   89.0    2.0    7.7    0.0    7.3    6.0  986.8
10655 20250424  9    7.5    8.4   11.0   15.1   81.0    2.0    8.9    2.1    7.7    1.9  983.6
10655 20250423  9    5.0    7.3   13.2   21.1   75.0    2.0   13.8    9.6    6.5    9.8  983.1
10655 20250422  9    5.4    6.8   11.6   17.4   80.0    2.0    6.2    1.9    7.0    0.0  986.2
10655 20250421  9    3.7    4.1   10.3   18.8   81.0    2.0   13.8    6.0    6.1    3.1  980.5
10655 20250420  9    3.4    5.2   12.2   22.3   73.0    2.0   16.9   10.0    3.7    1.4  975.4
10655 20250419  9    5.6    6.7   11.0   16.5   69.0    2.0    6.5    8.9    5.5    0.0  977.8
10655 20250418  9    6.7    7.0    8.1    9.8   85.0    3.0    9.2    0.0    7.7    0.0  981.1
10655 20250417  9    8.1    8.1   10.9   14.7   84.0    2.0    9.0    0.1    7.9    8.7  975.4
10655 20250416  9    6.1    8.1   15.4   25.2   68.0    2.0   12.6    8.2    6.8    0.0  974.6
10655 20250415  9    6.9    9.3   14.8   22.2   71.0    2.0   12.7    8.5    5.4    0.0  970.2
10655 20250414  9    6.1    7.3   13.0   19.2   73.0    2.0    8.6    6.7    6.8    0.2  977.8
10655 20250413  9    7.6    9.3   14.7   19.7   61.0    3.0   13.4    4.0    7.3    1.3  976.5
10655 20250412  9    0.8    4.0   13.9   22.0   51.0    2.0    9.7   12.7    6.0    0.0  981.0
10655 20250411  9   -0.5    1.7   11.6   19.5   56.0    2.0    9.0   12.6    3.1    0.0  988.4
10655 20250410  9    1.7    4.7    8.7   14.0   62.0    2.0    6.9    7.1    4.7    0.0  993.1
10655 20250409  9   -0.3    1.8    9.3   16.1   52.0    2.0    8.0    8.7    4.0    0.0  990.8
10655 20250408  9   -2.5    0.2    7.9   15.2   53.0    2.0    8.1   12.0    0.7    0.0  993.7
10655 20250407  9   -4.8   -2.0    5.7   12.7   51.0    2.0   11.2   12.5    0.0    0.0  992.9
10655 20250406  9   -3.4   -0.1    4.6    9.4   43.0    3.0   13.9   12.3    0.8    0.0  991.7
10655 20250405  9    3.0    4.9   11.7   20.4   54.0    2.0   12.0    8.4    2.6    0.0  983.9
10655 20250404  9    1.2    5.5   13.4   21.2   55.0    2.0    8.5   12.4    0.0    0.0  987.5
10655 20250403  9    2.8    6.1   13.1   19.9   50.0    3.0   10.0   12.3    1.2    0.0  991.2
10655 20250402  9    1.5    4.2   10.7   16.7   59.0    4.0   17.2    9.5    3.8    0.0  990.0
10655 20250401  9    3.8    5.0    8.0   13.9   61.0    3.0   13.3    4.7    5.9    0.0  992.5
10655 20250331  9    3.4    5.3    7.7    9.8   63.0    2.0    9.6    0.2    7.9    0.1  990.6
10655 20250330  9   -0.6    1.3    7.6   11.3   66.0    3.0   16.2    1.9    7.3    0.2  984.8
10655 20250329  9    2.2    5.5    9.8   14.4   63.0    2.0    9.8    2.8    5.8    0.0  982.2
10655 20250328  9   -0.8    1.3    8.9   15.9   64.0    1.0    4.8   11.4    2.8    0.0  980.6
10655 20250327  9    1.4    3.7    8.8   14.3   67.0    2.0    7.4    9.7    3.0    0.0  988.4
10655 20250326  9    4.4    6.3    8.6    9.8   73.0    2.0    7.0    0.0    7.3    0.0  988.5
10655 20250325  9    4.5    4.9   10.4   16.6   76.0    2.0    8.2    7.1    5.8    0.0  986.4
10655 20250324  9    7.4    8.2   10.2   15.7   88.0    2.0   11.2    1.5    7.6   14.1  981.2
10655 20250323  9    4.8    7.1   11.1   16.6   70.0    2.0    9.4    7.4    7.4   13.3  973.2
10655 20250322  9    5.8    8.0   12.2   17.4   52.0    3.0    8.7    7.4    6.0    0.0  975.1
10655 20250321  9   -0.7    2.6   12.0   20.7   54.0    3.0   10.3   10.5    5.7    0.0  985.0
10655 20250320  9   -4.2   -1.3    8.4   18.6   58.0    2.0    8.1           2.5    0.0  991.9
10655 20250319  9   -6.8   -3.5    5.5   14.1   51.0    1.0    5.1           0.0    0.0  994.7
10655 20250318  9   -7.7   -3.6    3.3    9.7   42.0    3.0   12.9           0.0    0.0  996.6
10655 20250317  9   -4.6   -1.6    2.5    8.1   58.0    3.0   12.7           2.3    0.0  993.8
10655 20250316  9   -2.8    0.2    4.7   10.5   59.0    3.0   10.9           0.8    0.0  985.6
10655 20250315  9   -0.5    0.6    4.5    8.2   70.0    3.0   12.9           7.0    0.0  981.4
10655 20250314  9   -0.7    1.0    3.5    5.4   84.0    2.0    7.7           7.6    0.1  973.9
10655 20250313  9    0.2    1.3    3.9    6.7   83.0    2.0    5.8           7.7    1.6  966.2
10655 20250312  9    2.5    3.6    5.4    6.8   90.0    1.0    5.8           7.8   12.0  967.2
10655 20250311  9    4.0    5.3    9.0   13.3   81.0    2.0    6.3           7.2    2.9  969.9
10655 20250310  9   -1.9    0.6    8.5   17.0   66.0    2.0   11.5    6.5    7.1    0.0  969.7
10655 20250309  9   -3.1    0.5    8.8   17.9   59.0    1.0    4.9   10.9    4.0    0.0  974.2
10655 20250308  9   -2.2    0.5    8.6   17.4   59.0    2.0    6.4   10.6    2.3    0.0  981.8
10655 20250307  9   -3.4   -0.4    7.8   17.9   61.0    1.0    5.2   10.8    2.4    0.0  987.0
10655 20250306  9   -4.5   -1.3    7.0   16.8   63.0    1.0    5.4   10.8    2.0    0.0  989.8
10655 20250305  9   -6.0   -3.0    5.4   15.0   64.0    1.0    5.6   10.8    0.0    0.0  993.3
10655 20250304  9   -4.1   -1.6    4.0   12.1   64.0    1.0    4.2    9.6    5.5    0.0  994.5
10655 20250303  9   -6.2   -3.2    3.3   11.3   68.0    2.0    5.3   10.7    2.3    0.0  997.0
10655 20250302  9   -5.2   -2.2    2.5    8.6   75.0    2.0    6.7   10.0    1.7    0.0 1000.4
10655 20250301  9   -3.2   -2.4    1.9    6.1   86.0    2.0    7.7    0.5    6.5    0.0  997.7
10655 20250228  9   -1.9    0.1    3.0    5.8   88.0    2.0    7.4    0.8    6.4    1.8  990.1
10655 20250227  9   -0.7    0.9    3.0    6.9   88.0    2.0   10.4    0.9    5.9    3.9  985.8
10655 20250226  9    0.0    1.8    5.2    7.4   87.0    3.0   13.2    0.0    6.7    1.0  983.9
10655 20250225  9    3.7    4.8    8.5   11.9   89.0    2.0   10.0    1.2    7.5    5.0  982.9
10655 20250224  9   -0.7    1.2    6.5   11.4   83.0    2.0    6.6    1.0    7.7    1.4  991.6
10655 20250223  9    1.4    3.2    9.5   14.7   73.0    2.0    6.7    7.0    5.0    0.0  996.1
10655 20250222  9    1.4    2.6    6.5   10.1   73.0    2.0    6.4    4.2    8.0    0.0  989.0
10655 20250221  9    0.8    1.2    6.3   13.6   77.0    2.0    6.1    5.2    6.3    0.0  992.0
10655 20250220  9   -3.8   -1.9    1.1    3.7   62.0    2.0    6.3    0.0    7.9    0.0  994.2
10655 20250219  9   -9.9   -6.9   -1.5    4.4   53.0    3.0   11.2    9.0    2.6    0.0  994.1
10655 20250218  9  -11.4   -8.1   -2.7    2.5   64.0    3.0   10.0    9.7    0.5    0.0  993.8
10655 20250217  9   -9.9   -6.5   -2.5    2.5   68.0    2.0    8.9    9.5    0.5    0.0  990.9
10655 20250216  9   -5.8   -3.4   -0.9    3.0   69.0    3.0    8.8    2.7    7.1    0.0  988.1
10655 20250215  9   -3.2   -2.1   -1.0    0.3   71.0    2.0    5.7    0.0    8.0    0.0  991.2
10655 20250214  9   -3.7   -2.0   -0.4    1.0   75.0    2.0    6.5    0.0    7.6    0.0  991.9
10655 20250213  9   -1.6   -1.0    2.0    4.4   88.0    2.0    7.2    1.2    7.5    0.9  984.8
10655 20250212  9    2.1    2.3    3.4    5.1   94.0    2.0    6.8    0.0    7.8    7.3  985.0
10655 20250211  9    1.5    1.9    3.1    5.7   85.0    3.0   10.3    1.0    7.8    0.2  989.3
10655 20250210  9   -3.8   -1.9    2.1    7.0   79.0    3.0   10.1    3.7    7.1    4.8  992.5
10655 20250209  9   -6.1   -3.5   -0.4    2.6   84.0    1.0    2.9    0.0    6.5    0.0  994.8
10655 20250208  9   -6.0   -2.4    1.6    7.4   73.0    2.0    8.2    9.0    3.0    0.0  991.9
10655 20250207  9   -4.3   -0.8    2.3    4.4   72.0    4.0   12.0    0.2    7.5    0.0  994.8
10655 20250206  9   -0.4   -0.1    1.4    3.2   83.0    3.0   10.4    0.0    8.0    0.0 1005.4
10655 20250205  9   -3.7   -4.1   -1.6    0.2   93.0    1.0    4.4    0.0    8.0    0.0 1005.2
10655 20250204  9   -6.8   -3.9   -2.5   -1.4   86.0    2.0    5.4    0.0    7.1    0.0  998.4
10655 20250203  9   -8.8   -6.0   -2.4   -0.8   89.0    2.0    5.6    0.0    6.2    0.0  996.1
10655 20250202  9   -8.4   -4.7   -0.8    4.6   80.0    1.0    4.7    9.1    1.2    0.0  993.4
10655 20250201  9   -7.2   -3.9    0.1    5.6   78.0    2.0    7.4    9.0    0.5    0.0  997.8
10655 20250131  9   -4.5   -2.0    2.8    6.6   75.0    2.0    7.3    5.8    5.6    0.0  995.6
10655 20250130  9   -1.6    0.5    5.0   10.5   82.0    2.0    9.8    1.4    7.9    0.6  983.4
10655 20250129  9   -0.8    2.3    5.9    8.4   81.0    3.0   14.5    0.8    7.2    5.2  975.2
10655 20250128  9    2.3    3.9    5.9    8.3   82.0    3.0   10.2    0.2    7.4    1.0  967.5
10655 20250127  9    3.8    4.6    8.6   12.3   76.0    4.0   15.3    0.5    7.8    0.8  968.2
10655 20250126  9   -0.9    1.7    6.3   11.0   73.0    3.0   16.7    0.8    7.4    2.8  976.4
10655 20250125  9    4.3    6.3   10.2   17.2   61.0    3.0   12.6    1.6    7.9    0.1  976.4
10655 20250124  9    1.9    3.1    6.4    9.8   73.0    3.0   11.3    0.1    7.9    0.0  979.3
10655 20250123  9    0.2    1.7    3.7    6.4   80.0    3.0   15.3    1.2    7.6    2.3  975.8
10655 20250122  9   -7.3   -5.9   -1.2    2.6   86.0    2.0    5.6    3.7    7.8    0.6  978.6
10655 20250121  9   -7.0   -5.2   -3.5   -2.0   94.0    1.0    4.7    0.0    8.0    0.0  986.1
10655 20250120  9   -5.1   -3.9   -1.1    3.7   87.0    2.0    4.6    6.9    6.3    0.0  987.4
10655 20250119  9   -6.4   -4.2    0.6    6.7   80.0    1.0    5.4    8.3    0.0    0.0  990.1
10655 20250118  9   -5.2   -2.3    0.4    4.6   84.0    2.0    6.2    5.8    3.5    0.0  998.7
10655 20250117  9   -3.9   -1.7   -0.6    0.2   93.0    2.0    5.3    0.0    7.7    0.0 1004.6
10655 20250116  9   -4.4   -1.5    2.6    7.4   82.0    2.0    6.9    6.1    3.6    0.0 1004.0
10655 20250115  9   -0.7   -0.4    1.6    2.8   89.0    2.0    5.7    0.0    7.9    0.0  999.6
10655 20250114  9   -9.2   -6.5   -2.3    1.6   78.0    1.0    4.1    6.0    4.9    0.2 1002.9
10655 20250113  9   -9.2   -6.9   -3.3    0.5   80.0    2.0    6.4    3.0    4.4    0.0 1008.3
10655 20250112  9   -7.2   -4.2   -0.2    3.0   70.0    2.0    8.2    8.2    1.2    0.0 1002.6
10655 20250111  9   -4.1   -2.1    0.3    3.3   75.0    2.0    8.1    5.6    5.4    0.0  991.8
10655 20250110  9   -3.8   -1.1    1.1    3.3   75.0    3.0   11.9    0.9    5.8    0.0  985.7
10655 20250109  9   -0.3    1.0    6.0   10.6   84.0    4.0   24.9    1.2    7.3    4.4  969.3
10655 20250108  9   -0.1   -0.1    2.0    4.0   88.0    3.0   11.1    0.0    7.5    4.0  973.1
10655 20250107  9    0.0    1.5    5.0    7.2   68.0    4.0   30.0    2.8    5.6    1.2  971.7
10655 20250106  9    4.0    5.6    9.1   14.8   71.0    4.0   18.9    2.8    7.5    0.1  964.6
10655 20250105  9   -2.3   -2.1    2.1    8.1   93.0    2.0    9.9    0.0    7.6   10.3  971.6
10655 20250104  9   -4.1   -2.7   -1.1    0.2   84.0    2.0    6.9    0.1    7.9    2.0  987.5
10655 20250103  9   -1.1   -0.7    0.5    2.0   80.0    4.0   13.4    2.1    6.9    0.1  986.9
10655 20250102  9   -1.7   -0.1    3.2    9.5   81.0    3.0   21.2    0.0    7.5   17.3  980.9
10655 20250101  9   -5.1   -3.2    2.5    9.4   72.0    4.0   15.8    5.0    7.4    0.5  988.4
10655 20241231  9   -5.6   -3.7   -2.7   -2.0   94.0    2.0    5.5    0.1    7.2    0.0  997.0
10655 20241230  9   -2.1   -2.4   -1.7   -1.1   94.0    2.0    5.9    0.0    8.0    0.0  999.4
10655 20241229  9   -2.1   -2.4   -1.7   -1.0   94.0    2.0    5.4    0.0    8.0    0.0  998.1
10655 20241228  9   -6.1   -5.0   -2.4   -1.2   94.0    1.0    4.2    0.0    6.2    0.0  998.8
10655 20241227  9   -6.3   -4.7   -1.0    4.1   87.0    1.0    3.9    7.4    4.8    0.0 1001.7
10655 20241226  9   -4.7   -2.8    0.0    4.9   89.0    1.0    5.6    6.3    1.6    0.0 1004.6
10655 20241225  9   -2.8   -0.6    1.6    5.9   86.0    2.0    5.2    2.7    4.8    0.0 1003.3
10655 20241224  9   -1.6    0.6    2.3    4.5   84.0    2.0    7.2    2.0    5.0    0.0  995.2
10655 20241223  9   -1.9   -0.4    2.1    4.3   84.0    3.0    8.4    0.8    6.0    0.1  980.5
10655 20241222  9   -2.0   -0.3    4.4    7.3   82.0    4.0   17.8    0.6    6.6    0.5  971.1
10655 20241221  9   -0.7    0.6    4.0    6.0   80.0    4.0   17.2    0.1    7.5    2.5  985.6
10655 20241220  9   -1.7   -0.1    3.1    5.9   79.0    3.0   11.9    2.8    6.1    0.0  987.1
10655 20241219  9    2.4    3.5    8.6   11.4   83.0    4.0   15.5    0.5    7.6    4.5  973.3
10655 20241218  9    1.3    2.9    7.7   11.4   76.0    3.0   11.7    2.0    7.8    0.0  987.7
10655 20241217  9    4.1    4.8    6.2    7.4                  8.8    0.0           0.0       
10655 20241216  9    4.3    4.6    6.5    7.8   88.0    3.0   10.9    0.0    7.8    0.5  999.9
10655 20241215  9    0.4    1.2    3.1    5.1   85.0    4.0   13.6    0.4    7.8    0.0  995.5
